29.810	-0.116	1.000	0.000
29.811	-0.109	1.000	0.000
29.812	-0.120	1.000	0.000
29.813	-0.058	1.000	0.000
29.814	-0.105	1.000	0.000
29.815	-0.040	1.000	0.000
29.816	0.007	1.000	0.000
29.817	-0.073	1.000	0.000
29.818	-0.131	1.000	0.000
29.819	-0.004	1.000	0.000
29.820	-0.062	1.000	0.000
29.821	-0.123	1.000	0.000
29.822	-0.076	1.000	0.000
29.823	0.087	1.000	0.000
29.824	-0.145	1.000	0.000
29.825	-0.029	1.000	0.000
29.826	-0.127	1.000	0.000
29.827	-0.171	1.000	0.000
29.828	-0.152	1.000	0.000
29.829	-0.054	1.000	0.000
29.830	-0.123	1.000	0.000
29.831	-0.044	1.000	0.000
29.832	-0.080	1.000	0.000
29.833	-0.018	1.000	0.000
29.834	0.018	1.000	0.000
29.835	-0.127	1.000	0.000
29.836	-0.123	1.000	0.000
29.837	-0.040	1.000	0.000
29.838	-0.134	1.000	0.000
29.839	0.007	1.000	0.000
29.840	-0.152	1.000	0.000
29.841	-0.000	1.000	0.000
29.842	-0.167	1.000	0.000
29.843	-0.156	1.000	0.000
29.844	-0.134	1.000	0.000
29.845	-0.094	1.000	0.000
29.846	-0.065	1.000	0.000
29.847	-0.094	1.000	0.000
29.848	-0.083	1.000	0.000
29.849	-0.033	1.000	0.000
29.850	-0.029	1.000	0.000
29.851	-0.134	1.000	0.000
29.852	-0.044	1.000	0.000
29.853	-0.138	1.000	0.000
29.854	-0.065	1.000	0.000
29.855	-0.015	1.000	0.000
29.856	0.033	1.000	0.000
29.857	0.011	1.000	0.000
29.858	-0.040	1.000	0.000
29.859	-0.080	1.000	0.000
29.860	-0.102	1.000	0.000
29.861	-0.065	1.000	0.000
29.862	-0.018	1.000	0.000
29.863	-0.029	1.000	0.000
29.864	0.025	1.000	0.000
29.865	-0.040	1.000	0.000
29.866	-0.065	1.000	0.000
29.867	-0.131	1.000	0.000
29.868	-0.098	1.000	0.000
29.869	-0.080	1.000	0.000
29.870	-0.131	1.000	0.000
29.871	-0.011	1.000	0.000
29.872	-0.036	1.000	0.000
29.873	-0.109	1.000	0.000
29.874	-0.015	1.000	0.000
29.875	-0.094	1.000	0.000
29.876	-0.105	1.000	0.000
29.877	-0.076	1.000	0.000
29.878	-0.051	1.000	0.000
29.879	-0.036	1.000	0.000
29.880	-0.062	1.000	0.000
29.881	-0.029	1.000	0.000
29.882	-0.054	1.000	0.000
29.883	-0.123	1.000	0.000
29.884	-0.047	1.000	0.000
29.885	-0.116	1.000	0.000
29.886	-0.120	1.000	0.000
29.887	-0.156	1.000	0.000
29.888	-0.054	1.000	0.000
29.889	-0.127	1.000	0.000
29.890	-0.083	1.000	0.000
29.891	-0.036	1.000	0.000
29.892	0.073	1.000	0.000
29.893	-0.047	1.000	0.000
29.894	-0.062	1.000	0.000
29.895	-0.152	1.000	0.000
29.896	-0.102	1.000	0.000
29.897	-0.047	1.000	0.000
29.898	-0.094	1.000	0.000
29.899	0.011	1.000	0.000
29.900	-0.098	1.000	0.000
29.901	-0.152	1.000	0.000
29.902	-0.116	1.000	0.000
29.903	-0.094	1.000	0.000
29.904	-0.076	1.000	0.000
29.905	-0.163	1.000	0.000
29.906	-0.062	1.000	0.000
29.907	-0.243	1.000	0.000
29.908	-0.007	1.000	0.000
29.909	-0.058	1.000	0.000
29.910	-0.102	1.000	0.000
29.911	-0.054	1.000	0.000
29.912	-0.102	1.000	0.000
29.913	-0.171	1.000	0.000
29.914	-0.113	1.000	0.000
29.915	-0.058	1.000	0.000
29.916	-0.087	1.000	0.000
29.917	-0.073	1.000	0.000
29.918	-0.040	1.000	0.000
29.919	-0.062	1.000	0.000
29.920	-0.120	1.000	0.000
29.921	-0.083	1.000	0.000
29.922	-0.073	1.000	0.000
29.923	0.047	1.000	0.000
29.924	-0.047	1.000	0.000
29.925	-0.073	1.000	0.000
29.926	-0.091	1.000	0.000
29.927	-0.047	1.000	0.000
29.928	-0.065	1.000	0.000
29.929	-0.142	1.000	0.000
29.930	-0.091	1.000	0.000
29.931	-0.058	1.000	0.000
29.932	-0.131	1.000	0.000
29.933	-0.160	1.000	0.000
29.934	-0.113	1.000	0.000
29.935	-0.018	1.000	0.000
29.936	-0.189	1.000	0.000
29.937	0.044	1.000	0.000
29.938	-0.025	1.000	0.000
29.939	-0.087	1.000	0.000
29.940	-0.113	1.000	0.000
29.941	-0.087	1.000	0.000
29.942	-0.073	1.000	0.000
29.943	-0.051	1.000	0.000
29.944	-0.054	1.000	0.000
29.945	-0.033	1.000	0.000
29.946	-0.044	1.000	0.000
29.947	-0.109	1.000	0.000
29.948	-0.098	1.000	0.000
29.949	-0.094	1.000	0.000
29.950	-0.011	1.000	0.000
29.951	-0.098	1.000	0.000
29.952	-0.015	1.000	0.000
29.953	-0.040	1.000	0.000
29.954	-0.116	1.000	0.000
29.955	0.004	1.000	0.000
29.956	-0.076	1.000	0.000
29.957	-0.087	1.000	0.000
29.958	-0.054	1.000	0.000
29.959	-0.142	1.000	0.000
29.960	-0.011	1.000	0.000
29.961	-0.113	1.000	0.000
29.962	-0.073	1.000	0.000
29.963	-0.083	1.000	0.000
29.964	-0.091	1.000	0.000
29.965	-0.083	1.000	0.000
29.966	-0.134	1.000	0.000
29.967	-0.105	1.000	0.000
29.968	-0.058	1.000	0.000
29.969	-0.047	1.000	0.000
29.970	-0.105	1.000	0.000
29.971	-0.116	1.000	0.000
29.972	-0.083	1.000	0.000
29.973	-0.087	1.000	0.000
29.974	-0.083	1.000	0.000
29.975	-0.105	1.000	0.000
29.976	-0.025	1.000	0.000
29.977	-0.105	1.000	0.000
29.978	-0.127	1.000	0.000
29.979	-0.062	1.000	0.000
29.980	-0.113	1.000	0.000
29.981	-0.080	1.000	0.000
29.982	-0.080	1.000	0.000
29.983	-0.040	1.000	0.000
29.984	-0.083	1.000	0.000
29.985	-0.080	1.000	0.000
29.986	-0.054	1.000	0.000
